PK_PoblacionEstadistica;FK_Sexo;FK_FechaPoblacion;FK_Edad;Poblacion
134632;6;19930101;99;16
134633;6;19930101;100;16
134634;6;19940101;0;2216
134635;6;19940101;1;2149
134636;6;19940101;2;2225
134637;6;19940101;3;2160
134638;6;19940101;4;2283
134639;6;19940101;5;2360
134640;6;19940101;6;2234
134641;6;19940101;7;2349
134642;6;19940101;8;2511
134643;6;19940101;9;2590
134644;6;19940101;10;2704
134645;6;19940101;11;2884
134646;6;19940101;12;3238
134647;6;19940101;13;3327
134648;6;19940101;14;3473
134649;6;19940101;15;3676
134650;6;19940101;16;3927
134651;6;19940101;17;4048
134652;6;19940101;18;4234
134653;6;19940101;19;4067
134654;6;19940101;20;4078
134655;6;19940101;21;3965
134656;6;19940101;22;4066
134657;6;19940101;23;4102
134658;6;19940101;24;4128
134659;6;19940101;25;4025
134660;6;19940101;26;4159
134661;6;19940101;27;4178
134662;6;19940101;28;4084
134663;6;19940101;29;4194
134664;6;19940101;30;4063
134665;6;19940101;31;4022
134666;6;19940101;32;3994
134667;6;19940101;33;3919
134668;6;19940101;34;3854
134669;6;19940101;35;3798
134670;6;19940101;36;3944
134671;6;19940101;37;3727
134672;6;19940101;38;3494
134673;6;19940101;39;3401
134674;6;19940101;40;3457
134675;6;19940101;41;3495
134676;6;19940101;42;3306
134677;6;19940101;43;3251
134678;6;19940101;44;3391
134679;6;19940101;45;3600
134680;6;19940101;46;3400
134681;6;19940101;47;3226
134682;6;19940101;48;3454
134683;6;19940101;49;3101
134684;6;19940101;50;3134
134685;6;19940101;51;2713
134686;6;19940101;52;2587
134687;6;19940101;53;2822
134688;6;19940101;54;2208
134689;6;19940101;55;2310
134690;6;19940101;56;2444
134691;6;19940101;57;2932
134692;6;19940101;58;2894
134693;6;19940101;59;2889
134694;6;19940101;60;2854
134695;6;19940101;61;2985
134696;6;19940101;62;2870
134697;6;19940101;63;3013
134698;6;19940101;64;2888
134699;6;19940101;65;2963
134700;6;19940101;66;2750
134701;6;19940101;67;2849
134702;6;19940101;68;2800
134703;6;19940101;69;2701
134704;6;19940101;70;2705
134705;6;19940101;71;2691
134706;6;19940101;72;2505
134707;6;19940101;73;2504
134708;6;19940101;74;2082
134709;6;19940101;75;2199
134710;6;19940101;76;1956
134711;6;19940101;77;1952
134712;6;19940101;78;1874
134713;6;19940101;79;1760
134714;6;19940101;80;1702
134715;6;19940101;81;1647
134716;6;19940101;82;1518
134717;6;19940101;83;1392
134718;6;19940101;84;1155
134719;6;19940101;85;1074
134720;6;19940101;86;883
134721;6;19940101;87;764
134722;6;19940101;88;683
134723;6;19940101;89;559
134724;6;19940101;90;461
134725;6;19940101;91;354
134726;6;19940101;92;253
134727;6;19940101;93;246
134728;6;19940101;94;135
134729;6;19940101;95;119
134730;6;19940101;96;78
134731;6;19940101;97;49
134732;6;19940101;98;45
134733;6;19940101;99;16
134734;6;19940101;100;10
134735;6;19950101;0;2242
134736;6;19950101;1;2177
134737;6;19950101;2;2154
134738;6;19950101;3;2218
134739;6;19950101;4;2165
134740;6;19950101;5;2290
134741;6;19950101;6;2367
134742;6;19950101;7;2237
134743;6;19950101;8;2356
134744;6;19950101;9;2512
134745;6;19950101;10;2598
134746;6;19950101;11;2713
134747;6;19950101;12;2894
134748;6;19950101;13;3246
134749;6;19950101;14;3322
134750;6;19950101;15;3474
134751;6;19950101;16;3688
134752;6;19950101;17;3922
134753;6;19950101;18;4058
134754;6;19950101;19;4229
134755;6;19950101;20;4082
134756;6;19950101;21;4085
134757;6;19950101;22;3959
134758;6;19950101;23;4062
134759;6;19950101;24;4092
134760;6;19950101;25;4115
134761;6;19950101;26;4023
134762;6;19950101;27;4156
134763;6;19950101;28;4169
134764;6;19950101;29;4075
134765;6;19950101;30;4190
134766;6;19950101;31;4053
134767;6;19950101;32;4021
134768;6;19950101;33;3993
134769;6;19950101;34;3905
134770;6;19950101;35;3839
134771;6;19950101;36;3785
134772;6;19950101;37;3943
134773;6;19950101;38;3713
134774;6;19950101;39;3488
134775;6;19950101;40;3390
134776;6;19950101;41;3466
134777;6;19950101;42;3481
134778;6;19950101;43;3309
134779;6;19950101;44;3250
134780;6;19950101;45;3392
134781;6;19950101;46;3602
134782;6;19950101;47;3398
134783;6;19950101;48;3227
134784;6;19950101;49;3447
134785;6;19950101;50;3100
134786;6;19950101;51;3127
134787;6;19950101;52;2710
134788;6;19950101;53;2587
134789;6;19950101;54;2812
134790;6;19950101;55;2202
134791;6;19950101;56;2310
134792;6;19950101;57;2445
134793;6;19950101;58;2925
134794;6;19950101;59;2896
134795;6;19950101;60;2890
134796;6;19950101;61;2846
134797;6;19950101;62;2979
134798;6;19950101;63;2858
134799;6;19950101;64;3010
134800;6;19950101;65;2869
134801;6;19950101;66;2958
134802;6;19950101;67;2744
134803;6;19950101;68;2823
134804;6;19950101;69;2785
134805;6;19950101;70;2670
134806;6;19950101;71;2673
134807;6;19950101;72;2662
134808;6;19950101;73;2475
134809;6;19950101;74;2466
134810;6;19950101;75;2046
134811;6;19950101;76;2143
134812;6;19950101;77;1908
134813;6;19950101;78;1901
134814;6;19950101;79;1808
134815;6;19950101;80;1704
134816;6;19950101;81;1632
134817;6;19950101;82;1577
134818;6;19950101;83;1435
134819;6;19950101;84;1296
134820;6;19950101;85;1074
134821;6;19950101;86;984
134822;6;19950101;87;796
134823;6;19950101;88;675
134824;6;19950101;89;593
134825;6;19950101;90;481
134826;6;19950101;91;386
134827;6;19950101;92;289
134828;6;19950101;93;203
134829;6;19950101;94;189
134830;6;19950101;95;99
134831;6;19950101;96;86
134832;6;19950101;97;55
134833;6;19950101;98;35
134834;6;19950101;99;36
134835;6;19950101;100;8
134836;6;19960101;0;2092
134837;6;19960101;1;2148
134838;6;19960101;2;2137
134839;6;19960101;3;2156
134840;6;19960101;4;2190
134841;6;19960101;5;2170
134842;6;19960101;6;2297
134843;6;19960101;7;2374
134844;6;19960101;8;2240
134845;6;19960101;9;2364
134846;6;19960101;10;2514
134847;6;19960101;11;2605
134848;6;19960101;12;2722
134849;6;19960101;13;2903
134850;6;19960101;14;3255
134851;6;19960101;15;3318
134852;6;19960101;16;3476
134853;6;19960101;17;3701
134854;6;19960101;18;3918
134855;6;19960101;19;4067
134856;6;19960101;20;4224
134857;6;19960101;21;4097
134858;6;19960101;22;4091
134859;6;19960101;23;3953
134860;6;19960101;24;4058
134861;6;19960101;25;4082
134862;6;19960101;26;4102
134863;6;19960101;27;4021
134864;6;19960101;28;4152
134865;6;19960101;29;4160
134866;6;19960101;30;4067
134867;6;19960101;31;4187
134868;6;19960101;32;4043
134869;6;19960101;33;4020
134870;6;19960101;34;3993
134871;6;19960101;35;3891
134872;6;19960101;36;3825
134873;6;19960101;37;3772
134874;6;19960101;38;3942
134875;6;19960101;39;3699
134876;6;19960101;40;3482
134877;6;19960101;41;3379
134878;6;19960101;42;3476
134879;6;19960101;43;3467
134880;6;19960101;44;3312
134881;6;19960101;45;3249
134882;6;19960101;46;3393
134883;6;19960101;47;3605
134884;6;19960101;48;3395
134885;6;19960101;49;3228
134886;6;19960101;50;3440
134887;6;19960101;51;3100
134888;6;19960101;52;3120
134889;6;19960101;53;2706
134890;6;19960101;54;2587
134891;6;19960101;55;2802
134892;6;19960101;56;2196
134893;6;19960101;57;2309
134894;6;19960101;58;2446
134895;6;19960101;59;2918
134896;6;19960101;60;2898
134897;6;19960101;61;2891
134898;6;19960101;62;2838
134899;6;19960101;63;2974
134900;6;19960101;64;2846
134901;6;19960101;65;3007
134902;6;19960101;66;2850
134903;6;19960101;67;2952
134904;6;19960101;68;2739
134905;6;19960101;69;2797
134906;6;19960101;70;2771
134907;6;19960101;71;2639
134908;6;19960101;72;2641
134909;6;19960101;73;2633
134910;6;19960101;74;2444
134911;6;19960101;75;2427
134912;6;19960101;76;2010
134913;6;19960101;77;2087
134914;6;19960101;78;1860
134915;6;19960101;79;1850
134916;6;19960101;80;1742
134917;6;19960101;81;1649
134918;6;19960101;82;1563
134919;6;19960101;83;1506
134920;6;19960101;84;1353
134921;6;19960101;85;1199
134922;6;19960101;86;993
134923;6;19960101;87;894
134924;6;19960101;88;710
134925;6;19960101;89;587
134926;6;19960101;90;503
134927;6;19960101;91;403
134928;6;19960101;92;311
134929;6;19960101;93;224
134930;6;19960101;94;154
134931;6;19960101;95;131
134932;6;19960101;96;63
134933;6;19960101;97;53
134934;6;19960101;98;32
134935;6;19960101;99;21
134936;6;19960101;100;27
134937;6;19970101;0;2398
134938;6;19970101;1;2139
134939;6;19970101;2;2192
134940;6;19970101;3;2168
134941;6;19970101;4;2190
134942;6;19970101;5;2225
134943;6;19970101;6;2200
134944;6;19970101;7;2332
134945;6;19970101;8;2400
134946;6;19970101;9;2272
134947;6;19970101;10;2391
134948;6;19970101;11;2543
134949;6;19970101;12;2634
134950;6;19970101;13;2749
134951;6;19970101;14;2934
134952;6;19970101;15;3303
134953;6;19970101;16;3369
134954;6;19970101;17;3528
134955;6;19970101;18;3755
134956;6;19970101;19;3971
134957;6;19970101;20;4128
134958;6;19970101;21;4284
134959;6;19970101;22;4155
134960;6;19970101;23;4154
134961;6;19970101;24;4016
134962;6;19970101;25;4122
134963;6;19970101;26;4142
134964;6;19970101;27;4162
134965;6;19970101;28;4076
134966;6;19970101;29;4199
134967;6;19970101;30;4214
134968;6;19970101;31;4113
134969;6;19970101;32;4235
134970;6;19970101;33;4078
134971;6;19970101;34;4053
134972;6;19970101;35;4024
134973;6;19970101;36;3925
134974;6;19970101;37;3855
134975;6;19970101;38;3799
134976;6;19970101;39;3962
134977;6;19970101;40;3726
134978;6;19970101;41;3502
134979;6;19970101;42;3409
134980;6;19970101;43;3498
134981;6;19970101;44;3492
134982;6;19970101;45;3330
134983;6;19970101;46;3274
134984;6;19970101;47;3415
134985;6;19970101;48;3623
134986;6;19970101;49;3410
134987;6;19970101;50;3245
134988;6;19970101;51;3450
134989;6;19970101;52;3104
134990;6;19970101;53;3131
134991;6;19970101;54;2714
134992;6;19970101;55;2595
134993;6;19970101;56;2808
134994;6;19970101;57;2201
134995;6;19970101;58;2311
134996;6;19970101;59;2448
134997;6;19970101;60;2917
134998;6;19970101;61;2901
134999;6;19970101;62;2886
135000;6;19970101;63;2842
135001;6;19970101;64;2972
135002;6;19970101;65;2842
135003;6;19970101;66;2994
135004;6;19970101;67;2836
135005;6;19970101;68;2936
135006;6;19970101;69;2725
135007;6;19970101;70;2777
135008;6;19970101;71;2743
135009;6;19970101;72;2605
135010;6;19970101;73;2607
135011;6;19970101;74;2596
135012;6;19970101;75;2395
135013;6;19970101;76;2369
135014;6;19970101;77;1956
135015;6;19970101;78;2020
135016;6;19970101;79;1793
135017;6;19970101;80;1776
135018;6;19970101;81;1663
135019;6;19970101;82;1561
135020;6;19970101;83;1467
135021;6;19970101;84;1400
135022;6;19970101;85;1248
135023;6;19970101;86;1096
135024;6;19970101;87;902
135025;6;19970101;88;808
135026;6;19970101;89;638
135027;6;19970101;90;523
135028;6;19970101;91;447
135029;6;19970101;92;355
135030;6;19970101;93;275
135031;6;19970101;94;195
135032;6;19970101;95;139
135033;6;19970101;96;109
135034;6;19970101;97;53
135035;6;19970101;98;44
135036;6;19970101;99;27
135037;6;19970101;100;18
135038;6;19980101;0;2394
135039;6;19980101;1;2425
135040;6;19980101;2;2186
135041;6;19980101;3;2237
135042;6;19980101;4;2199
135043;6;19980101;5;2224
135044;6;19980101;6;2259
135045;6;19980101;7;2231
135046;6;19980101;8;2367
135047;6;19980101;9;2426
135048;6;19980101;10;2304
135049;6;19980101;11;2419
135050;6;19980101;12;2571
135051;6;19980101;13;2663
135052;6;19980101;14;2776
135053;6;19980101;15;2966
135054;6;19980101;16;3351
135055;6;19980101;17;3421
135056;6;19980101;18;3579
135057;6;19980101;19;3809
135058;6;19980101;20;4023
135059;6;19980101;21;4188
135060;6;19980101;22;4344
135061;6;19980101;23;4212
135062;6;19980101;24;4216
135063;6;19980101;25;4079
135064;6;19980101;26;4185
135065;6;19980101;27;4202
135066;6;19980101;28;4222
135067;6;19980101;29;4132
135068;6;19980101;30;4246
135069;6;19980101;31;4268
135070;6;19980101;32;4160
135071;6;19980101;33;4283
135072;6;19980101;34;4114
135073;6;19980101;35;4087
135074;6;19980101;36;4055
135075;6;19980101;37;3958
135076;6;19980101;38;3884
135077;6;19980101;39;3826
135078;6;19980101;40;3981
135079;6;19980101;41;3754
135080;6;19980101;42;3523
135081;6;19980101;43;3438
135082;6;19980101;44;3519
135083;6;19980101;45;3517
135084;6;19980101;46;3348
135085;6;19980101;47;3299
135086;6;19980101;48;3437
135087;6;19980101;49;3641
135088;6;19980101;50;3424
135089;6;19980101;51;3261
135090;6;19980101;52;3460
135091;6;19980101;53;3108
135092;6;19980101;54;3142
135093;6;19980101;55;2723
135094;6;19980101;56;2604
135095;6;19980101;57;2813
135096;6;19980101;58;2206
135097;6;19980101;59;2314
135098;6;19980101;60;2450
135099;6;19980101;61;2916
135100;6;19980101;62;2903
135101;6;19980101;63;2880
135102;6;19980101;64;2845
135103;6;19980101;65;2971
135104;6;19980101;66;2838
135105;6;19980101;67;2980
135106;6;19980101;68;2822
135107;6;19980101;69;2919
135108;6;19980101;70;2711
135109;6;19980101;71;2757
135110;6;19980101;72;2716
135111;6;19980101;73;2571
135112;6;19980101;74;2574
135113;6;19980101;75;2559
135114;6;19980101;76;2347
135115;6;19980101;77;2311
135116;6;19980101;78;1901
135117;6;19980101;79;1952
135118;6;19980101;80;1726
135119;6;19980101;81;1701
135120;6;19980101;82;1583
135121;6;19980101;83;1472
135122;6;19980101;84;1370
135123;6;19980101;85;1294
135124;6;19980101;86;1142
135125;6;19980101;87;992
135126;6;19980101;88;812
135127;6;19980101;89;722
135128;6;19980101;90;565
135129;6;19980101;91;459
135130;6;19980101;92;390
135131;6;19980101;93;307
135132;6;19980101;94;239
135133;6;19980101;95;167
135134;6;19980101;96;123
135135;6;19980101;97;87
135136;6;19980101;98;42
135137;6;19980101;99;35
135138;6;19980101;100;21
135139;6;19990101;0;2440
135140;6;19990101;1;2410
135141;6;19990101;2;2456
135142;6;19990101;3;2246
135143;6;19990101;4;2294
135144;6;19990101;5;2239
135145;6;19990101;6;2268
135146;6;19990101;7;2304
135147;6;19990101;8;2270
135148;6;19990101;9;2412
135149;6;19990101;10;2460
135150;6;19990101;11;2345
135151;6;19990101;12;2454
135152;6;19990101;13;2608
135153;6;19990101;14;2700
135154;6;19990101;15;2830
135155;6;19990101;16;3029
135156;6;19990101;17;3447
135157;6;19990101;18;3523
135158;6;19990101;19;3682
135159;6;19990101;20;3917
135160;6;19990101;21;4128
135161;6;19990101;22;4310
135162;6;19990101;23;4464
135163;6;19990101;24;4328
135164;6;19990101;25;4342
135165;6;19990101;26;4205
135166;6;19990101;27;4312
135167;6;19990101;28;4322
135168;6;19990101;29;4343
135169;6;19990101;30;4243
135170;6;19990101;31;4340
135171;6;19990101;32;4377
135172;6;19990101;33;4252
135173;6;19990101;34;4380
135174;6;19990101;35;4185
135175;6;19990101;36;4154
135176;6;19990101;37;4118
135177;6;19990101;38;4025
135178;6;19990101;39;3943
135179;6;19990101;40;3881
135180;6;19990101;41;4020
135181;6;19990101;42;3809
135182;6;19990101;43;3564
135183;6;19990101;44;3468
135184;6;19990101;45;3541
135185;6;19990101;46;3543
135186;6;19990101;47;3366
135187;6;19990101;48;3325
135188;6;19990101;49;3459
135189;6;19990101;50;3660
135190;6;19990101;51;3439
135191;6;19990101;52;3278
135192;6;19990101;53;3471
135193;6;19990101;54;3112
135194;6;19990101;55;3154
135195;6;19990101;56;2731
135196;6;19990101;57;2612
135197;6;19990101;58;2819
135198;6;19990101;59;2212
135199;6;19990101;60;2316
135200;6;19990101;61;2452
135201;6;19990101;62;2915
135202;6;19990101;63;2906
135203;6;19990101;64;2875
135204;6;19990101;65;2849
135205;6;19990101;66;2969
135206;6;19990101;67;2835
135207;6;19990101;68;2967
135208;6;19990101;69;2809
135209;6;19990101;70;2903
135210;6;19990101;71;2698
135211;6;19990101;72;2737
135212;6;19990101;73;2688
135213;6;19990101;74;2538
135214;6;19990101;75;2540
135215;6;19990101;76;2522
135216;6;19990101;77;2298
135217;6;19990101;78;2254
135218;6;19990101;79;1847
135219;6;19990101;80;1885
135220;6;19990101;81;1659
135221;6;19990101;82;1627
135222;6;19990101;83;1504
135223;6;19990101;84;1384
135224;6;19990101;85;1274
135225;6;19990101;86;1188
135226;6;19990101;87;1037
135227;6;19990101;88;889
135228;6;19990101;89;721
135229;6;19990101;90;637
135230;6;19990101;91;493
135231;6;19990101;92;395
135232;6;19990101;93;334
135233;6;19990101;94;259
135234;6;19990101;95;203
135235;6;19990101;96;138
135236;6;19990101;97;108
135237;6;19990101;98;66
135238;6;19990101;99;32
135239;6;19990101;100;27
135240;6;20000101;0;2522
135241;6;20000101;1;2467
135242;6;20000101;2;2428
135243;6;20000101;3;2486
135244;6;20000101;4;2309
135245;6;20000101;5;2354
135246;6;20000101;6;2281
135247;6;20000101;7;2315
135248;6;20000101;8;2351
135249;6;20000101;9;2311
135250;6;20000101;10;2459
135251;6;20000101;11;2495
135252;6;20000101;12;2389
135253;6;20000101;13;2491
135254;6;20000101;14;2647
135255;6;20000101;15;2739
135256;6;20000101;16;2897
135257;6;20000101;17;3107
135258;6;20000101;18;3567
135259;6;20000101;19;3651
135260;6;20000101;20;3811
135261;6;20000101;21;4052
135262;6;20000101;22;4260
135263;6;20000101;23;4462
135264;6;20000101;24;4615
135265;6;20000101;25;4472
135266;6;20000101;26;4499
135267;6;20000101;27;4363
135268;6;20000101;28;4471
135269;6;20000101;29;4473
135270;6;20000101;30;4493
135271;6;20000101;31;4381
135272;6;20000101;32;4458
135273;6;20000101;33;4512
135274;6;20000101;34;4368
135275;6;20000101;35;4500
135276;6;20000101;36;4273
135277;6;20000101;37;4237
135278;6;20000101;38;4196
135279;6;20000101;39;4109
135280;6;20000101;40;4017
135281;6;20000101;41;3949
135282;6;20000101;42;4069
135283;6;20000101;43;3877
135284;6;20000101;44;3615
135285;6;20000101;45;3498
135286;6;20000101;46;3563
135287;6;20000101;47;3568
135288;6;20000101;48;3384
135289;6;20000101;49;3350
135290;6;20000101;50;3480
135291;6;20000101;51;3678
135292;6;20000101;52;3454
135293;6;20000101;53;3295
135294;6;20000101;54;3481
135295;6;20000101;55;3116
135296;6;20000101;56;3165
135297;6;20000101;57;2739
135298;6;20000101;58;2620
135299;6;20000101;59;2824
135300;6;20000101;60;2217
135301;6;20000101;61;2318
135302;6;20000101;62;2454
135303;6;20000101;63;2914
135304;6;20000101;64;2908
135305;6;20000101;65;2869
135306;6;20000101;66;2852
135307;6;20000101;67;2967
135308;6;20000101;68;2831
135309;6;20000101;69;2953
135310;6;20000101;70;2795
135311;6;20000101;71;2886
135312;6;20000101;72;2684
135313;6;20000101;73;2717
135314;6;20000101;74;2660
135315;6;20000101;75;2504
135316;6;20000101;76;2506
135317;6;20000101;77;2484
135318;6;20000101;78;2249
135319;6;20000101;79;2196
135320;6;20000101;80;1793
135321;6;20000101;81;1817
135322;6;20000101;82;1591
135323;6;20000101;83;1553
135324;6;20000101;84;1425
135325;6;20000101;85;1295
135326;6;20000101;86;1178
135327;6;20000101;87;1082
135328;6;20000101;88;931
135329;6;20000101;89;786
135330;6;20000101;90;630
135331;6;20000101;91;551
135332;6;20000101;92;420
135333;6;20000101;93;331
135334;6;20000101;94;278
135335;6;20000101;95;211
135336;6;20000101;96;166
135337;6;20000101;97;109
135338;6;20000101;98;93
135339;6;20000101;99;44
135340;6;20000101;100;21
135341;6;20010101;0;2773
135342;6;20010101;1;2452
135343;6;20010101;2;2495
135344;6;20010101;3;2446
135345;6;20010101;4;2517
135346;6;20010101;5;2369
135347;6;20010101;6;2411
135348;6;20010101;7;2320
135349;6;20010101;8;2359
135350;6;20010101;9;2395
135351;6;20010101;10;2350
135352;6;20010101;11;2504
135353;6;20010101;12;2528
135354;6;20010101;13;2430
135355;6;20010101;14;2527
135356;6;20010101;15;2684
135357;6;20010101;16;2776
135358;6;20010101;17;2951
135359;6;20010101;18;3170
135360;6;20010101;19;3663
135361;6;20010101;20;3754
135362;6;20010101;21;3914
135363;6;20010101;22;4160
135364;6;20010101;23;4365
135365;6;20010101;24;4583
135366;6;20010101;25;4735
135367;6;20010101;26;4587
135368;6;20010101;27;4624
135369;6;20010101;28;4489
135370;6;20010101;29;4598
135371;6;20010101;30;4593
135372;6;20010101;31;4614
135373;6;20010101;32;4492
135374;6;20010101;33;4552
135375;6;20010101;34;4621
135376;6;20010101;35;4461
135377;6;20010101;36;4597
135378;6;20010101;37;4344
135379;6;20010101;38;4304
135380;6;20010101;39;4258
135381;6;20010101;40;4176
135382;6;20010101;41;4076
135383;6;20010101;42;4003
135384;6;20010101;43;4108
135385;6;20010101;44;3932
135386;6;20010101;45;3655
135387;6;20010101;46;3527
135388;6;20010101;47;3584
135389;6;20010101;48;3593
135390;6;20010101;49;3402
135391;6;20010101;50;3375
135392;6;20010101;51;3502
135393;6;20010101;52;3696
135394;6;20010101;53;3468
135395;6;20010101;54;3311
135396;6;20010101;55;3491
135397;6;20010101;56;3120
135398;6;20010101;57;3176
135399;6;20010101;58;2748
135400;6;20010101;59;2629
135401;6;20010101;60;2830
135402;6;20010101;61;2222
135403;6;20010101;62;2321
135404;6;20010101;63;2456
135405;6;20010101;64;2913
135406;6;20010101;65;2911
135407;6;20010101;66;2864
135408;6;20010101;67;2856
135409;6;20010101;68;2966
135410;6;20010101;69;2827
135411;6;20010101;70;2940
135412;6;20010101;71;2781
135413;6;20010101;72;2870
135414;6;20010101;73;2670
135415;6;20010101;74;2697
135416;6;20010101;75;2633
135417;6;20010101;76;2470
135418;6;20010101;77;2473
135419;6;20010101;78;2447
135420;6;20010101;79;2201
135421;6;20010101;80;2138
135422;6;20010101;81;1738
135423;6;20010101;82;1750
135424;6;20010101;83;1524
135425;6;20010101;84;1478
135426;6;20010101;85;1345
135427;6;20010101;86;1207
135428;6;20010101;87;1081
135429;6;20010101;88;976
135430;6;20010101;89;826
135431;6;20010101;90;682
135432;6;20010101;91;540
135433;6;20010101;92;465
135434;6;20010101;93;348
135435;6;20010101;94;267
135436;6;20010101;95;221
135437;6;20010101;96;163
135438;6;20010101;97;130
135439;6;20010101;98;81
135440;6;20010101;99;77
135441;6;20010101;100;22
135442;6;20020101;0;2560
135443;6;20020101;1;2458
135444;6;20020101;2;2383
135445;6;20020101;3;2524
135446;6;20020101;4;2464
135447;6;20020101;5;2548
135448;6;20020101;6;2426
135449;6;20020101;7;2465
135450;6;20020101;8;2358
135451;6;20020101;9;2400
135452;6;20020101;10;2437
135453;6;20020101;11;2387
135454;6;20020101;12;2546
135455;6;20020101;13;2560
135456;6;20020101;14;2469
135457;6;20020101;15;2560
135458;6;20020101;16;2719
135459;6;20020101;17;2811
135460;6;20020101;18;2991
135461;6;20020101;19;3217
135462;6;20020101;20;3735
135463;6;20020101;21;3831
135464;6;20020101;22;3991
135465;6;20020101;23;4241
135466;6;20020101;24;4444
135467;6;20020101;25;4674
135468;6;20020101;26;4825
135469;6;20020101;27;4674
135470;6;20020101;28;4718
135471;6;20020101;29;4584
135472;6;20020101;30;4693
135473;6;20020101;31;4683
135474;6;20020101;32;4704
135475;6;20020101;33;4575
135476;6;20020101;34;4623
135477;6;20020101;35;4702
135478;6;20020101;36;4530
135479;6;20020101;37;4669
135480;6;20020101;38;4397
135481;6;20020101;39;4354
135482;6;20020101;40;4305
135483;6;20020101;41;4226
135484;6;20020101;42;4120
135485;6;20020101;43;4044
135486;6;20020101;44;4137
135487;6;20020101;45;3973
135488;6;20020101;46;3686
135489;6;20020101;47;3557
135490;6;20020101;48;3606
135491;6;20020101;49;3618
135492;6;20020101;50;3420
135493;6;20020101;51;3400
135494;6;20020101;52;3524
135495;6;20020101;53;3714
135496;6;20020101;54;3483
135497;6;20020101;55;3328
135498;6;20020101;56;3501
135499;6;20020101;57;3124
135500;6;20020101;58;3187
135501;6;20020101;59;2756
135502;6;20020101;60;2637
135503;6;20020101;61;2835
135504;6;20020101;62;2227
135505;6;20020101;63;2323
135506;6;20020101;64;2458
135507;6;20020101;65;2912
135508;6;20020101;66;2913
135509;6;20020101;67;2858
135510;6;20020101;68;2859
135511;6;20020101;69;2964
135512;6;20020101;70;2823
135513;6;20020101;71;2926
135514;6;20020101;72;2767
135515;6;20020101;73;2853
135516;6;20020101;74;2656
135517;6;20020101;75;2677
135518;6;20020101;76;2605
135519;6;20020101;77;2436
135520;6;20020101;78;2439
135521;6;20020101;79;2410
135522;6;20020101;80;2152
135523;6;20020101;81;2080
135524;6;20020101;82;1684
135525;6;20020101;83;1682
135526;6;20020101;84;1457
135527;6;20020101;85;1404
135528;6;20020101;86;1266
135529;6;20020101;87;1118
135530;6;20020101;88;985
135531;6;20020101;89;870
135532;6;20020101;90;720
135533;6;20020101;91;579
135534;6;20020101;92;449
135535;6;20020101;93;379
135536;6;20020101;94;275
135537;6;20020101;95;203
135538;6;20020101;96;165
135539;6;20020101;97;115
135540;6;20020101;98;94
135541;6;20020101;99;52
135542;6;20020101;100;62
135543;6;20030101;0;2851
135544;6;20030101;1;2895
135545;6;20030101;2;2681
135546;6;20030101;3;2605
135547;6;20030101;4;2679
135548;6;20030101;5;2598
135549;6;20030101;6;2592
135550;6;20030101;7;2475
135551;6;20030101;8;2472
135552;6;20030101;9;2366
135553;6;20030101;10;2423
135554;6;20030101;11;2455
135555;6;20030101;12;2418
135556;6;20030101;13;2537
135557;6;20030101;14;2590
135558;6;20030101;15;2489
135559;6;20030101;16;2592
135560;6;20030101;17;2757
135561;6;20030101;18;2883
135562;6;20030101;19;3045
135563;6;20030101;20;3307
135564;6;20030101;21;3792
135565;6;20030101;22;3859
135566;6;20030101;23;3990
135567;6;20030101;24;4261
135568;6;20030101;25;4511
135569;6;20030101;26;4660
135570;6;20030101;27;4791
135571;6;20030101;28;4674
135572;6;20030101;29;4679
135573;6;20030101;30;4571
135574;6;20030101;31;4614
135575;6;20030101;32;4608
135576;6;20030101;33;4647
135577;6;20030101;34;4521
135578;6;20030101;35;4567
135579;6;20030101;36;4623
135580;6;20030101;37;4477
135581;6;20030101;38;4614
135582;6;20030101;39;4381
135583;6;20030101;40;4312
135584;6;20030101;41;4262
135585;6;20030101;42;4221
135586;6;20030101;43;4096
135587;6;20030101;44;4013
135588;6;20030101;45;4119
135589;6;20030101;46;3926
135590;6;20030101;47;3617
135591;6;20030101;48;3548
135592;6;20030101;49;3588
135593;6;20030101;50;3598
135594;6;20030101;51;3402
135595;6;20030101;52;3367
135596;6;20030101;53;3468
135597;6;20030101;54;3658
135598;6;20030101;55;3471
135599;6;20030101;56;3297
135600;6;20030101;57;3462
135601;6;20030101;58;3096
135602;6;20030101;59;3144
135603;6;20030101;60;2757
135604;6;20030101;61;2619
135605;6;20030101;62;2824
135606;6;20030101;63;2204
135607;6;20030101;64;2291
135608;6;20030101;65;2408
135609;6;20030101;66;2857
135610;6;20030101;67;2871
135611;6;20030101;68;2823
135612;6;20030101;69;2832
135613;6;20030101;70;2913
135614;6;20030101;71;2788
135615;6;20030101;72;2867
135616;6;20030101;73;2717
135617;6;20030101;74;2787
135618;6;20030101;75;2594
135619;6;20030101;76;2602
135620;6;20030101;77;2527
135621;6;20030101;78;2378
135622;6;20030101;79;2309
135623;6;20030101;80;2298
135624;6;20030101;81;2032
135625;6;20030101;82;1934
135626;6;20030101;83;1561
135627;6;20030101;84;1525
135628;6;20030101;85;1320
135629;6;20030101;86;1265
135630;6;20030101;87;1106
135631;6;20030101;88;970
135632;6;20030101;89;834
135633;6;20030101;90;738
135634;6;20030101;91;599
135635;6;20030101;92;454
135636;6;20030101;93;332
135637;6;20030101;94;278
