PK_PoblacionEstadistica;FK_Sexo;FK_FechaPoblacion;FK_Edad;Poblacion
130291;1;19940101;0;2445
130292;1;19940101;1;2358
130293;1;19940101;2;2465
130294;1;19940101;3;2298
130295;1;19940101;4;2484
130296;1;19940101;5;2452
130297;1;19940101;6;2451
130298;1;19940101;7;2688
130299;1;19940101;8;2690
130300;1;19940101;9;2838
130301;1;19940101;10;2964
130302;1;19940101;11;3133
130303;1;19940101;12;3285
130304;1;19940101;13;3558
130305;1;19940101;14;3675
130306;1;19940101;15;3978
130307;1;19940101;16;4173
130308;1;19940101;17;4382
130309;1;19940101;18;4322
130310;1;19940101;19;4229
130311;1;19940101;20;4121
130312;1;19940101;21;4288
130313;1;19940101;22;4274
130314;1;19940101;23;4261
130315;1;19940101;24;4348
130316;1;19940101;25;4268
130317;1;19940101;26;4258
130318;1;19940101;27;4175
130319;1;19940101;28;4332
130320;1;19940101;29;4395
130321;1;19940101;30;4413
130322;1;19940101;31;4136
130323;1;19940101;32;4153
130324;1;19940101;33;4066
130325;1;19940101;34;4094
130326;1;19940101;35;3945
130327;1;19940101;36;3973
130328;1;19940101;37;3817
130329;1;19940101;38;3749
130330;1;19940101;39;3555
130331;1;19940101;40;3578
130332;1;19940101;41;3611
130333;1;19940101;42;3430
130334;1;19940101;43;3425
130335;1;19940101;44;3599
130336;1;19940101;45;3643
130337;1;19940101;46;3454
130338;1;19940101;47;3344
130339;1;19940101;48;3569
130340;1;19940101;49;3193
130341;1;19940101;50;3295
130342;1;19940101;51;2975
130343;1;19940101;52;2739
130344;1;19940101;53;2865
130345;1;19940101;54;2215
130346;1;19940101;55;2243
130347;1;19940101;56;2439
130348;1;19940101;57;2944
130349;1;19940101;58;2920
130350;1;19940101;59;2769
130351;1;19940101;60;2908
130352;1;19940101;61;2957
130353;1;19940101;62;2681
130354;1;19940101;63;2913
130355;1;19940101;64;2673
130356;1;19940101;65;2714
130357;1;19940101;66;2556
130358;1;19940101;67;2546
130359;1;19940101;68;2476
130360;1;19940101;69;2366
130361;1;19940101;70;2356
130362;1;19940101;71;2195
130363;1;19940101;72;2151
130364;1;19940101;73;1888
130365;1;19940101;74;1526
130366;1;19940101;75;1513
130367;1;19940101;76;1320
130368;1;19940101;77;1175
130369;1;19940101;78;1246
130370;1;19940101;79;1104
130371;1;19940101;80;1039
130372;1;19940101;81;960
130373;1;19940101;82;822
130374;1;19940101;83;779
130375;1;19940101;84;666
130376;1;19940101;85;631
130377;1;19940101;86;499
130378;1;19940101;87;380
130379;1;19940101;88;340
130380;1;19940101;89;242
130381;1;19940101;90;210
130382;1;19940101;91;148
130383;1;19940101;92;116
130384;1;19940101;93;97
130385;1;19940101;94;42
130386;1;19940101;95;34
130387;1;19940101;96;32
130388;1;19940101;97;19
130389;1;19940101;98;14
130390;1;19940101;99;7
130391;1;19940101;100;4
130392;1;19950101;0;2376
130393;1;19950101;1;2378
130394;1;19950101;2;2336
130395;1;19950101;3;2459
130396;1;19950101;4;2305
130397;1;19950101;5;2484
130398;1;19950101;6;2459
130399;1;19950101;7;2441
130400;1;19950101;8;2687
130401;1;19950101;9;2683
130402;1;19950101;10;2845
130403;1;19950101;11;2964
130404;1;19950101;12;3134
130405;1;19950101;13;3285
130406;1;19950101;14;3556
130407;1;19950101;15;3680
130408;1;19950101;16;3973
130409;1;19950101;17;4178
130410;1;19950101;18;4383
130411;1;19950101;19;4320
130412;1;19950101;20;4228
130413;1;19950101;21;4116
130414;1;19950101;22;4296
130415;1;19950101;23;4272
130416;1;19950101;24;4254
130417;1;19950101;25;4353
130418;1;19950101;26;4268
130419;1;19950101;27;4263
130420;1;19950101;28;4166
130421;1;19950101;29;4322
130422;1;19950101;30;4394
130423;1;19950101;31;4392
130424;1;19950101;32;4123
130425;1;19950101;33;4148
130426;1;19950101;34;4062
130427;1;19950101;35;4086
130428;1;19950101;36;3933
130429;1;19950101;37;3960
130430;1;19950101;38;3804
130431;1;19950101;39;3734
130432;1;19950101;40;3534
130433;1;19950101;41;3577
130434;1;19950101;42;3600
130435;1;19950101;43;3419
130436;1;19950101;44;3412
130437;1;19950101;45;3593
130438;1;19950101;46;3639
130439;1;19950101;47;3445
130440;1;19950101;48;3335
130441;1;19950101;49;3558
130442;1;19950101;50;3184
130443;1;19950101;51;3283
130444;1;19950101;52;2969
130445;1;19950101;53;2734
130446;1;19950101;54;2852
130447;1;19950101;55;2199
130448;1;19950101;56;2234
130449;1;19950101;57;2425
130450;1;19950101;58;2928
130451;1;19950101;59;2903
130452;1;19950101;60;2753
130453;1;19950101;61;2891
130454;1;19950101;62;2935
130455;1;19950101;63;2649
130456;1;19950101;64;2881
130457;1;19950101;65;2636
130458;1;19950101;66;2675
130459;1;19950101;67;2517
130460;1;19950101;68;2505
130461;1;19950101;69;2426
130462;1;19950101;70;2313
130463;1;19950101;71;2293
130464;1;19950101;72;2136
130465;1;19950101;73;2081
130466;1;19950101;74;1817
130467;1;19950101;75;1459
130468;1;19950101;76;1453
130469;1;19950101;77;1255
130470;1;19950101;78;1106
130471;1;19950101;79;1171
130472;1;19950101;80;1031
130473;1;19950101;81;958
130474;1;19950101;82;872
130475;1;19950101;83;751
130476;1;19950101;84;698
130477;1;19950101;85;587
130478;1;19950101;86;553
130479;1;19950101;87;425
130480;1;19950101;88;320
130481;1;19950101;89;280
130482;1;19950101;90;190
130483;1;19950101;91;165
130484;1;19950101;92;113
130485;1;19950101;93;89
130486;1;19950101;94;72
130487;1;19950101;95;27
130488;1;19950101;96;23
130489;1;19950101;97;22
130490;1;19950101;98;11
130491;1;19950101;99;9
130492;1;19950101;100;3
130493;1;19960101;0;2322
130494;1;19960101;1;2254
130495;1;19960101;2;2292
130496;1;19960101;3;2317
130497;1;19960101;4;2379
130498;1;19960101;5;2374
130499;1;19960101;6;2398
130500;1;19960101;7;2475
130501;1;19960101;8;2449
130502;1;19960101;9;2559
130503;1;19960101;10;2681
130504;1;19960101;11;2764
130505;1;19960101;12;2908
130506;1;19960101;13;3049
130507;1;19960101;14;3210
130508;1;19960101;15;3419
130509;1;19960101;16;3620
130510;1;19960101;17;3826
130511;1;19960101;18;4075
130512;1;19960101;19;4282
130513;1;19960101;20;4349
130514;1;19960101;21;4270
130515;1;19960101;22;4167
130516;1;19960101;23;4207
130517;1;19960101;24;4284
130518;1;19960101;25;4256
130519;1;19960101;26;4302
130520;1;19960101;27;4310
130521;1;19960101;28;4265
130522;1;19960101;29;4210
130523;1;19960101;30;4233
130524;1;19960101;31;4349
130525;1;19960101;32;4378
130526;1;19960101;33;4239
130527;1;19960101;34;4123
130528;1;19960101;35;4096
130529;1;19960101;36;4065
130530;1;19960101;37;3996
130531;1;19960101;38;3931
130532;1;19960101;39;3866
130533;1;19960101;40;3752
130534;1;19960101;41;3613
130535;1;19960101;42;3541
130536;1;19960101;43;3579
130537;1;19960101;44;3495
130538;1;19960101;45;3400
130539;1;19960101;46;3486
130540;1;19960101;47;3604
130541;1;19960101;48;3529
130542;1;19960101;49;3373
130543;1;19960101;50;3429
130544;1;19960101;51;3355
130545;1;19960101;52;3217
130546;1;19960101;53;3109
130547;1;19960101;54;2838
130548;1;19960101;55;2777
130549;1;19960101;56;2503
130550;1;19960101;57;2194
130551;1;19960101;58;2306
130552;1;19960101;59;2648
130553;1;19960101;60;2882
130554;1;19960101;61;2792
130555;1;19960101;62;2787
130556;1;19960101;63;2869
130557;1;19960101;64;2738
130558;1;19960101;65;2718
130559;1;19960101;66;2707
130560;1;19960101;67;2591
130561;1;19960101;68;2534
130562;1;19960101;69;2449
130563;1;19960101;70;2398
130564;1;19960101;71;2288
130565;1;19960101;72;2207
130566;1;19960101;73;2117
130567;1;19960101;74;2002
130568;1;19960101;75;1835
130569;1;19960101;76;1533
130570;1;19960101;77;1355
130571;1;19960101;78;1251
130572;1;19960101;79;1079
130573;1;19960101;80;1025
130574;1;19960101;81;983
130575;1;19960101;82;876
130576;1;19960101;83;784
130577;1;19960101;84;691
130578;1;19960101;85;607
130579;1;19960101;86;522
130580;1;19960101;87;460
130581;1;19960101;88;384
130582;1;19960101;89;281
130583;1;19960101;90;219
130584;1;19960101;91;161
130585;1;19960101;92;114
130586;1;19960101;93;86
130587;1;19960101;94;62
130588;1;19960101;95;48
130589;1;19960101;96;25
130590;1;19960101;97;10
130591;1;19960101;98;9
130592;1;19960101;99;6
130593;1;19960101;100;2
130594;1;19970101;0;2555
130595;1;19970101;1;2281
130596;1;19970101;2;2312
130597;1;19970101;3;2345
130598;1;19970101;4;2360
130599;1;19970101;5;2478
130600;1;19970101;6;2344
130601;1;19970101;7;2512
130602;1;19970101;8;2506
130603;1;19970101;9;2463
130604;1;19970101;10;2713
130605;1;19970101;11;2707
130606;1;19970101;12;2885
130607;1;19970101;13;2992
130608;1;19970101;14;3174
130609;1;19970101;15;3330
130610;1;19970101;16;3605
130611;1;19970101;17;3742
130612;1;19970101;18;4032
130613;1;19970101;19;4258
130614;1;19970101;20;4463
130615;1;19970101;21;4398
130616;1;19970101;22;4320
130617;1;19970101;23;4203
130618;1;19970101;24;4395
130619;1;19970101;25;4367
130620;1;19970101;26;4340
130621;1;19970101;27;4447
130622;1;19970101;28;4351
130623;1;19970101;29;4350
130624;1;19970101;30;4237
130625;1;19970101;31;4385
130626;1;19970101;32;4454
130627;1;19970101;33;4426
130628;1;19970101;34;4163
130629;1;19970101;35;4190
130630;1;19970101;36;4098
130631;1;19970101;37;4114
130632;1;19970101;38;3964
130633;1;19970101;39;3978
130634;1;19970101;40;3819
130635;1;19970101;41;3746
130636;1;19970101;42;3555
130637;1;19970101;43;3613
130638;1;19970101;44;3624
130639;1;19970101;45;3437
130640;1;19970101;46;3413
130641;1;19970101;47;3603
130642;1;19970101;48;3652
130643;1;19970101;49;3448
130644;1;19970101;50;3331
130645;1;19970101;51;3553
130646;1;19970101;52;3179
130647;1;19970101;53;3270
130648;1;19970101;54;2960
130649;1;19970101;55;2724
130650;1;19970101;56;2837
130651;1;19970101;57;2179
130652;1;19970101;58;2214
130653;1;19970101;59;2399
130654;1;19970101;60;2896
130655;1;19970101;61;2864
130656;1;19970101;62;2707
130657;1;19970101;63;2851
130658;1;19970101;64;2871
130659;1;19970101;65;2583
130660;1;19970101;66;2812
130661;1;19970101;67;2555
130662;1;19970101;68;2588
130663;1;19970101;69;2422
130664;1;19970101;70;2404
130665;1;19970101;71;2308
130666;1;19970101;72;2192
130667;1;19970101;73;2155
130668;1;19970101;74;2001
130669;1;19970101;75;1925
130670;1;19970101;76;1672
130671;1;19970101;77;1321
130672;1;19970101;78;1314
130673;1;19970101;79;1118
130674;1;19970101;80;962
130675;1;19970101;81;1019
130676;1;19970101;82;883
130677;1;19970101;83;803
130678;1;19970101;84;713
130679;1;19970101;85;616
130680;1;19970101;86;555
130681;1;19970101;87;452
130682;1;19970101;88;423
130683;1;19970101;89;308
130684;1;19970101;90;228
130685;1;19970101;91;191
130686;1;19970101;92;121
130687;1;19970101;93;103
130688;1;19970101;94;68
130689;1;19970101;95;55
130690;1;19970101;96;38
130691;1;19970101;97;10
130692;1;19970101;98;10
130693;1;19970101;99;10
130694;1;19970101;100;3
130695;1;19980101;0;2534
130696;1;19980101;1;2555
130697;1;19980101;2;2328
130698;1;19980101;3;2349
130699;1;19980101;4;2381
130700;1;19980101;5;2397
130701;1;19980101;6;2521
130702;1;19980101;7;2375
130703;1;19980101;8;2539
130704;1;19980101;9;2546
130705;1;19980101;10;2495
130706;1;19980101;11;2740
130707;1;19980101;12;2737
130708;1;19980101;13;2918
130709;1;19980101;14;3021
130710;1;19980101;15;3212
130711;1;19980101;16;3375
130712;1;19980101;17;3657
130713;1;19980101;18;3799
130714;1;19980101;19;4096
130715;1;19980101;20;4333
130716;1;19980101;21;4541
130717;1;19980101;22;4478
130718;1;19980101;23;4413
130719;1;19980101;24;4295
130720;1;19980101;25;4486
130721;1;19980101;26;4464
130722;1;19980101;27;4432
130723;1;19980101;28;4535
130724;1;19980101;29;4433
130725;1;19980101;30;4432
130726;1;19980101;31;4315
130727;1;19980101;32;4458
130728;1;19980101;33;4516
130729;1;19980101;34;4481
130730;1;19980101;35;4217
130731;1;19980101;36;4237
130732;1;19980101;37;4140
130733;1;19980101;38;4150
130734;1;19980101;39;4007
130735;1;19980101;40;4010
130736;1;19980101;41;3847
130737;1;19980101;42;3773
130738;1;19980101;43;3597
130739;1;19980101;44;3649
130740;1;19980101;45;3657
130741;1;19980101;46;3466
130742;1;19980101;47;3428
130743;1;19980101;48;3620
130744;1;19980101;49;3669
130745;1;19980101;50;3460
130746;1;19980101;51;3336
130747;1;19980101;52;3558
130748;1;19980101;53;3184
130749;1;19980101;54;3269
130750;1;19980101;55;2958
130751;1;19980101;56;2720
130752;1;19980101;57;2833
130753;1;19980101;58;2175
130754;1;19980101;59;2202
130755;1;19980101;60;2385
130756;1;19980101;61;2880
130757;1;19980101;62;2841
130758;1;19980101;63;2677
130759;1;19980101;64;2827
130760;1;19980101;65;2831
130761;1;19980101;66;2550
130762;1;19980101;67;2774
130763;1;19980101;68;2512
130764;1;19980101;69;2540
130765;1;19980101;70;2367
130766;1;19980101;71;2344
130767;1;19980101;72;2239
130768;1;19980101;73;2125
130769;1;19980101;74;2080
130770;1;19980101;75;1925
130771;1;19980101;76;1839
130772;1;19980101;77;1598
130773;1;19980101;78;1250
130774;1;19980101;79;1235
130775;1;19980101;80;1047
130776;1;19980101;81;887
130777;1;19980101;82;942
130778;1;19980101;83;809
130779;1;19980101;84;729
130780;1;19980101;85;642
130781;1;19980101;86;550
130782;1;19980101;87;492
130783;1;19980101;88;395
130784;1;19980101;89;371
130785;1;19980101;90;265
130786;1;19980101;91;196
130787;1;19980101;92;162
130788;1;19980101;93;103
130789;1;19980101;94;86
130790;1;19980101;95;58
130791;1;19980101;96;48
130792;1;19980101;97;31
130793;1;19980101;98;8
130794;1;19980101;99;8
130795;1;19980101;100;8
130796;1;19990101;0;2673
130797;1;19990101;1;2555
130798;1;19990101;2;2556
130799;1;19990101;3;2389
130800;1;19990101;4;2397
130801;1;19990101;5;2426
130802;1;19990101;6;2444
130803;1;19990101;7;2575
130804;1;19990101;8;2415
130805;1;19990101;9;2575
130806;1;19990101;10;2597
130807;1;19990101;11;2535
130808;1;19990101;12;2775
130809;1;19990101;13;2776
130810;1;19990101;14;2960
130811;1;19990101;15;3079
130812;1;19990101;16;3288
130813;1;19990101;17;3465
130814;1;19990101;18;3760
130815;1;19990101;19;3912
130816;1;19990101;20;4224
130817;1;19990101;21;4484
130818;1;19990101;22;4698
130819;1;19990101;23;4640
130820;1;19990101;24;4599
130821;1;19990101;25;4478
130822;1;19990101;26;4668
130823;1;19990101;27;4657
130824;1;19990101;28;4618
130825;1;19990101;29;4711
130826;1;19990101;30;4598
130827;1;19990101;31;4595
130828;1;19990101;32;4473
130829;1;19990101;33;4604
130830;1;19990101;34;4640
130831;1;19990101;35;4591
130832;1;19990101;36;4324
130833;1;19990101;37;4332
130834;1;19990101;38;4223
130835;1;19990101;39;4224
130836;1;19990101;40;4093
130837;1;19990101;41;4074
130838;1;19990101;42;3903
130839;1;19990101;43;3827
130840;1;19990101;44;3638
130841;1;19990101;45;3685
130842;1;19990101;46;3691
130843;1;19990101;47;3496
130844;1;19990101;48;3443
130845;1;19990101;49;3637
130846;1;19990101;50;3687
130847;1;19990101;51;3472
130848;1;19990101;52;3342
130849;1;19990101;53;3563
130850;1;19990101;54;3189
130851;1;19990101;55;3269
130852;1;19990101;56;2955
130853;1;19990101;57;2717
130854;1;19990101;58;2830
130855;1;19990101;59;2172
130856;1;19990101;60;2191
130857;1;19990101;61;2372
130858;1;19990101;62;2864
130859;1;19990101;63;2819
130860;1;19990101;64;2648
130861;1;19990101;65;2804
130862;1;19990101;66;2790
130863;1;19990101;67;2516
130864;1;19990101;68;2736
130865;1;19990101;69;2468
130866;1;19990101;70;2493
130867;1;19990101;71;2312
130868;1;19990101;72;2283
130869;1;19990101;73;2170
130870;1;19990101;74;2057
130871;1;19990101;75;2006
130872;1;19990101;76;1850
130873;1;19990101;77;1752
130874;1;19990101;78;1523
130875;1;19990101;79;1180
130876;1;19990101;80;1156
130877;1;19990101;81;975
130878;1;19990101;82;812
130879;1;19990101;83;866
130880;1;19990101;84;735
130881;1;19990101;85;656
130882;1;19990101;86;571
130883;1;19990101;87;485
130884;1;19990101;88;430
130885;1;19990101;89;339
130886;1;19990101;90;320
130887;1;19990101;91;223
130888;1;19990101;92;163
130889;1;19990101;93;133
130890;1;19990101;94;86
130891;1;19990101;95;70
130892;1;19990101;96;49
130893;1;19990101;97;41
130894;1;19990101;98;23
130895;1;19990101;99;6
130896;1;19990101;100;6
130897;1;20000101;0;2722
130898;1;20000101;1;2668
130899;1;20000101;2;2577
130900;1;20000101;3;2558
130901;1;20000101;4;2454
130902;1;20000101;5;2448
130903;1;20000101;6;2474
130904;1;20000101;7;2494
130905;1;20000101;8;2633
130906;1;20000101;9;2457
130907;1;20000101;10;2612
130908;1;20000101;11;2651
130909;1;20000101;12;2578
130910;1;20000101;13;2812
130911;1;20000101;14;2818
130912;1;20000101;15;3005
130913;1;20000101;16;3152
130914;1;20000101;17;3384
130915;1;20000101;18;3578
130916;1;20000101;19;3888
130917;1;20000101;20;4054
130918;1;20000101;21;4383
130919;1;20000101;22;4673
130920;1;20000101;23;4894
130921;1;20000101;24;4842
130922;1;20000101;25;4832
130923;1;20000101;26;4708
130924;1;20000101;27;4896
130925;1;20000101;28;4899
130926;1;20000101;29;4850
130927;1;20000101;30;4930
130928;1;20000101;31;4805
130929;1;20000101;32;4798
130930;1;20000101;33;4670
130931;1;20000101;34;4786
130932;1;20000101;35;4794
130933;1;20000101;36;4729
130934;1;20000101;37;4457
130935;1;20000101;38;4450
130936;1;20000101;39;4326
130937;1;20000101;40;4316
130938;1;20000101;41;4200
130939;1;20000101;42;4154
130940;1;20000101;43;3972
130941;1;20000101;44;3894
130942;1;20000101;45;3679
130943;1;20000101;46;3721
130944;1;20000101;47;3724
130945;1;20000101;48;3525
130946;1;20000101;49;3457
130947;1;20000101;50;3654
130948;1;20000101;51;3704
130949;1;20000101;52;3483
130950;1;20000101;53;3347
130951;1;20000101;54;3567
130952;1;20000101;55;3194
130953;1;20000101;56;3268
130954;1;20000101;57;2952
130955;1;20000101;58;2713
130956;1;20000101;59;2827
130957;1;20000101;60;2169
130958;1;20000101;61;2179
130959;1;20000101;62;2359
130960;1;20000101;63;2847
130961;1;20000101;64;2796
130962;1;20000101;65;2618
130963;1;20000101;66;2780
130964;1;20000101;67;2749
130965;1;20000101;68;2482
130966;1;20000101;69;2697
130967;1;20000101;70;2424
130968;1;20000101;71;2445
130969;1;20000101;72;2257
130970;1;20000101;73;2222
130971;1;20000101;74;2100
130972;1;20000101;75;1989
130973;1;20000101;76;1931
130974;1;20000101;77;1774
130975;1;20000101;78;1665
130976;1;20000101;79;1448
130977;1;20000101;80;1109
130978;1;20000101;81;1076
130979;1;20000101;82;903
130980;1;20000101;83;736
130981;1;20000101;84;789
130982;1;20000101;85;660
130983;1;20000101;86;582
130984;1;20000101;87;500
130985;1;20000101;88;419
130986;1;20000101;89;368
130987;1;20000101;90;283
130988;1;20000101;91;269
130989;1;20000101;92;180
130990;1;20000101;93;130
130991;1;20000101;94;104
130992;1;20000101;95;68
130993;1;20000101;96;54
130994;1;20000101;97;39
130995;1;20000101;98;33
130996;1;20000101;99;15
130997;1;20000101;100;4
130998;1;20010101;0;2922
130999;1;20010101;1;2650
131000;1;20010101;2;2664
131001;1;20010101;3;2599
131002;1;20010101;4;2559
131003;1;20010101;5;2515
131004;1;20010101;6;2496
131005;1;20010101;7;2520
131006;1;20010101;8;2541
131007;1;20010101;9;2687
131008;1;20010101;10;2497
131009;1;20010101;11;2648
131010;1;20010101;12;2703
131011;1;20010101;13;2618
131012;1;20010101;14;2847
131013;1;20010101;15;2857
131014;1;20010101;16;3047
131015;1;20010101;17;3210
131016;1;20010101;18;3460
131017;1;20010101;19;3668
131018;1;20010101;20;3991
131019;1;20010101;21;4168
131020;1;20010101;22;4511
131021;1;20010101;23;4825
131022;1;20010101;24;5051
131023;1;20010101;25;5003
131024;1;20010101;26;5018
131025;1;20010101;27;4891
131026;1;20010101;28;5078
131027;1;20010101;29;5093
131028;1;20010101;30;5035
131029;1;20010101;31;5106
131030;1;20010101;32;4970
131031;1;20010101;33;4961
131032;1;20010101;34;4827
131033;1;20010101;35;4932
131034;1;20010101;36;4918
131035;1;20010101;37;4839
131036;1;20010101;38;4564
131037;1;20010101;39;4544
131038;1;20010101;40;4409
131039;1;20010101;41;4389
131040;1;20010101;42;4286
131041;1;20010101;43;4218
131042;1;20010101;44;4028
131043;1;20010101;45;3948
131044;1;20010101;46;3721
131045;1;20010101;47;3757
131046;1;20010101;48;3758
131047;1;20010101;49;3554
131048;1;20010101;50;3472
131049;1;20010101;51;3671
131050;1;20010101;52;3722
131051;1;20010101;53;3495
131052;1;20010101;54;3352
131053;1;20010101;55;3572
131054;1;20010101;56;3199
131055;1;20010101;57;3267
131056;1;20010101;58;2950
131057;1;20010101;59;2709
131058;1;20010101;60;2823
131059;1;20010101;61;2165
131060;1;20010101;62;2168
131061;1;20010101;63;2345
131062;1;20010101;64;2831
131063;1;20010101;65;2773
131064;1;20010101;66;2588
131065;1;20010101;67;2757
131066;1;20010101;68;2709
131067;1;20010101;69;2449
131068;1;20010101;70;2659
131069;1;20010101;71;2381
131070;1;20010101;72;2397
131071;1;20010101;73;2202
131072;1;20010101;74;2162
131073;1;20010101;75;2031
131074;1;20010101;76;1922
131075;1;20010101;77;1856
131076;1;20010101;78;1698
131077;1;20010101;79;1579
131078;1;20010101;80;1374
131079;1;20010101;81;1038
131080;1;20010101;82;997
131081;1;20010101;83;832
131082;1;20010101;84;661
131083;1;20010101;85;712
131084;1;20010101;86;586
131085;1;20010101;87;508
131086;1;20010101;88;429
131087;1;20010101;89;354
131088;1;20010101;90;305
131089;1;20010101;91;226
131090;1;20010101;92;217
131091;1;20010101;93;137
131092;1;20010101;94;98
131093;1;20010101;95;75
131094;1;20010101;96;51
131095;1;20010101;97;37
131096;1;20010101;98;29
131097;1;20010101;99;26
131098;1;20010101;100;8
131099;1;20020101;0;2710
131100;1;20020101;1;2631
131101;1;20020101;2;2578
131102;1;20020101;3;2659
131103;1;20020101;4;2621
131104;1;20020101;5;2560
131105;1;20020101;6;2573
131106;1;20020101;7;2541
131107;1;20020101;8;2563
131108;1;20020101;9;2586
131109;1;20020101;10;2739
131110;1;20020101;11;2535
131111;1;20020101;12;2681
131112;1;20020101;13;2751
131113;1;20020101;14;2656
131114;1;20020101;15;2880
131115;1;20020101;16;2894
131116;1;20020101;17;3087
131117;1;20020101;18;3254
131118;1;20020101;19;3517
131119;1;20020101;20;3736
131120;1;20020101;21;4068
131121;1;20020101;22;4253
131122;1;20020101;23;4607
131123;1;20020101;24;4938
131124;1;20020101;25;5169
131125;1;20020101;26;5124
131126;1;20020101;27;5158
131127;1;20020101;28;5029
131128;1;20020101;29;5215
131129;1;20020101;30;5238
131130;1;20020101;31;5174
131131;1;20020101;32;5238
131132;1;20020101;33;5094
131133;1;20020101;34;5083
131134;1;20020101;35;4945
131135;1;20020101;36;5041
131136;1;20020101;37;5011
131137;1;20020101;38;4921
131138;1;20020101;39;4644
131139;1;20020101;40;4615
131140;1;20020101;41;4471
131141;1;20020101;42;4444
131142;1;20020101;43;4350
131143;1;20020101;44;4266
131144;1;20020101;45;4070
131145;1;20020101;46;3988
131146;1;20020101;47;3762
131147;1;20020101;48;3793
131148;1;20020101;49;3791
131149;1;20020101;50;3583
131150;1;20020101;51;3487
131151;1;20020101;52;3688
131152;1;20020101;53;3739
131153;1;20020101;54;3507
131154;1;20020101;55;3357
131155;1;20020101;56;3577
131156;1;20020101;57;3204
131157;1;20020101;58;3266
131158;1;20020101;59;2947
131159;1;20020101;60;2705
131160;1;20020101;61;2820
131161;1;20020101;62;2162
131162;1;20020101;63;2156
131163;1;20020101;64;2332
131164;1;20020101;65;2815
131165;1;20020101;66;2750
131166;1;20020101;67;2558
131167;1;20020101;68;2733
131168;1;20020101;69;2668
131169;1;20020101;70;2415
131170;1;20020101;71;2621
131171;1;20020101;72;2337
131172;1;20020101;73;2349
131173;1;20020101;74;2147
131174;1;20020101;75;2101
131175;1;20020101;76;1962
131176;1;20020101;77;1854
131177;1;20020101;78;1781
131178;1;20020101;79;1622
131179;1;20020101;80;1492
131180;1;20020101;81;1299
131181;1;20020101;82;967
131182;1;20020101;83;918
131183;1;20020101;84;760
131184;1;20020101;85;586
131185;1;20020101;86;635
131186;1;20020101;87;512
131187;1;20020101;88;434
131188;1;20020101;89;358
131189;1;20020101;90;288
131190;1;20020101;91;243
131191;1;20020101;92;170
131192;1;20020101;93;166
131193;1;20020101;94;94
131194;1;20020101;95;65
131195;1;20020101;96;46
131196;1;20020101;97;33
131197;1;20020101;98;21
131198;1;20020101;99;19
131199;1;20020101;100;19
131200;1;20030101;0;2990
131201;1;20030101;1;3032
131202;1;20030101;2;2787
131203;1;20030101;3;2822
131204;1;20030101;4;2798
131205;1;20030101;5;2737
131206;1;20030101;6;2611
131207;1;20030101;7;2608
131208;1;20030101;8;2569
131209;1;20030101;9;2610
131210;1;20030101;10;2582
131211;1;20030101;11;2733
131212;1;20030101;12;2571
131213;1;20030101;13;2685
131214;1;20030101;14;2749
131215;1;20030101;15;2656
131216;1;20030101;16;2890
131217;1;20030101;17;2920
131218;1;20030101;18;3175
131219;1;20030101;19;3310
131220;1;20030101;20;3562
131221;1;20030101;21;3767
131222;1;20030101;22;4071
131223;1;20030101;23;4245
131224;1;20030101;24;4582
131225;1;20030101;25;4929
131226;1;20030101;26;5113
131227;1;20030101;27;5077
131228;1;20030101;28;5128
131229;1;20030101;29;4955
131230;1;20030101;30;5080
131231;1;20030101;31;5136
131232;1;20030101;32;5042
131233;1;20030101;33;5096
131234;1;20030101;34;4975
131235;1;20030101;35;4945
131236;1;20030101;36;4818
131237;1;20030101;37;4868
131238;1;20030101;38;4887
131239;1;20030101;39;4849
131240;1;20030101;40;4523
131241;1;20030101;41;4543
131242;1;20030101;42;4409
131243;1;20030101;43;4352
131244;1;20030101;44;4279
131245;1;20030101;45;4192
131246;1;20030101;46;4008
131247;1;20030101;47;3903
131248;1;20030101;48;3682
131249;1;20030101;49;3724
131250;1;20030101;50;3710
131251;1;20030101;51;3536
131252;1;20030101;52;3410
131253;1;20030101;53;3633
131254;1;20030101;54;3655
131255;1;20030101;55;3413
131256;1;20030101;56;3302
131257;1;20030101;57;3501
131258;1;20030101;58;3115
131259;1;20030101;59;3192
131260;1;20030101;60;2883
131261;1;20030101;61;2639
131262;1;20030101;62;2746
131263;1;20030101;63;2115
131264;1;20030101;64;2095
131265;1;20030101;65;2278
131266;1;20030101;66;2746
131267;1;20030101;67;2666
131268;1;20030101;68;2509
131269;1;20030101;69;2653
131270;1;20030101;70;2567
131271;1;20030101;71;2347
131272;1;20030101;72;2539
131273;1;20030101;73;2252
131274;1;20030101;74;2261
131275;1;20030101;75;2049
131276;1;20030101;76;1997
131277;1;20030101;77;1838
131278;1;20030101;78;1756
131279;1;20030101;79;1640
131280;1;20030101;80;1491
131281;1;20030101;81;1370
131282;1;20030101;82;1176
131283;1;20030101;83;851
131284;1;20030101;84;798
131285;1;20030101;85;668
131286;1;20030101;86;495
131287;1;20030101;87;519
131288;1;20030101;88;418
131289;1;20030101;89;356
131290;1;20030101;90;289
131291;1;20030101;91;213
131292;1;20030101;92;160
131293;1;20030101;93;128
131294;1;20030101;94;121
131295;1;20030101;95;59
131296;1;20030101;96;40
131297;1;20030101;97;31
131298;1;20030101;98;19
131299;1;20030101;99;13
131300;1;20030101;100;13
