PK_Calendario;Fecha;Año;Mes;Trimestre;NombreMes;NombreTrimestre;MesAño;DiasTotales;DiasHabiles;CoeficienteIPI;CoeficienteICM
19870801;1987-08-01;1987;8;3;Agosto;Trim. 3;1987-08-01;NULL;NULL;NULL;NULL
19870901;1987-09-01;1987;9;3;Septiembre;Trim. 3;1987-09-01;NULL;NULL;NULL;NULL
19871001;1987-10-01;1987;10;4;Octubre;Trim. 4;1987-10-01;NULL;NULL;NULL;NULL
19871101;1987-11-01;1987;11;4;Noviembre;Trim. 4;1987-11-01;NULL;NULL;NULL;NULL
19871201;1987-12-01;1987;12;4;Diciembre;Trim. 4;1987-12-01;NULL;NULL;NULL;NULL
19880101;1988-01-01;1988;1;1;Enero;Trim. 1;1988-01-01;NULL;NULL;NULL;NULL
19880201;1988-02-01;1988;2;1;Febrero;Trim. 1;1988-02-01;NULL;NULL;NULL;NULL
19880301;1988-03-01;1988;3;1;Marzo;Trim. 1;1988-03-01;NULL;NULL;NULL;NULL
19880401;1988-04-01;1988;4;2;Abril;Trim. 2;1988-04-01;NULL;NULL;NULL;NULL
19880501;1988-05-01;1988;5;2;Mayo;Trim. 2;1988-05-01;NULL;NULL;NULL;NULL
19880601;1988-06-01;1988;6;2;Junio;Trim. 2;1988-06-01;NULL;NULL;NULL;NULL
19880701;1988-07-01;1988;7;3;Julio;Trim. 3;1988-07-01;NULL;NULL;NULL;NULL
19880801;1988-08-01;1988;8;3;Agosto;Trim. 3;1988-08-01;NULL;NULL;NULL;NULL
19880901;1988-09-01;1988;9;3;Septiembre;Trim. 3;1988-09-01;NULL;NULL;NULL;NULL
19881001;1988-10-01;1988;10;4;Octubre;Trim. 4;1988-10-01;NULL;NULL;NULL;NULL
19881101;1988-11-01;1988;11;4;Noviembre;Trim. 4;1988-11-01;NULL;NULL;NULL;NULL
19881201;1988-12-01;1988;12;4;Diciembre;Trim. 4;1988-12-01;NULL;NULL;NULL;NULL
19890101;1989-01-01;1989;1;1;Enero;Trim. 1;1989-01-01;NULL;NULL;NULL;NULL
19890201;1989-02-01;1989;2;1;Febrero;Trim. 1;1989-02-01;NULL;NULL;NULL;NULL
19890301;1989-03-01;1989;3;1;Marzo;Trim. 1;1989-03-01;NULL;NULL;NULL;NULL
19890401;1989-04-01;1989;4;2;Abril;Trim. 2;1989-04-01;NULL;NULL;NULL;NULL
19890501;1989-05-01;1989;5;2;Mayo;Trim. 2;1989-05-01;NULL;NULL;NULL;NULL
19890601;1989-06-01;1989;6;2;Junio;Trim. 2;1989-06-01;NULL;NULL;NULL;NULL
19890701;1989-07-01;1989;7;3;Julio;Trim. 3;1989-07-01;NULL;NULL;NULL;NULL
19890801;1989-08-01;1989;8;3;Agosto;Trim. 3;1989-08-01;NULL;NULL;NULL;NULL
19890901;1989-09-01;1989;9;3;Septiembre;Trim. 3;1989-09-01;NULL;NULL;NULL;NULL
19891001;1989-10-01;1989;10;4;Octubre;Trim. 4;1989-10-01;NULL;NULL;NULL;NULL
19891101;1989-11-01;1989;11;4;Noviembre;Trim. 4;1989-11-01;NULL;NULL;NULL;NULL
19891201;1989-12-01;1989;12;4;Diciembre;Trim. 4;1989-12-01;NULL;NULL;NULL;NULL
19900101;1990-01-01;1990;1;1;Enero;Trim. 1;1990-01-01;31;22;-0,5;-1,13
19900201;1990-02-01;1990;2;1;Febrero;Trim. 1;1990-02-01;28;20;0;-0,559999999999999
19900301;1990-03-01;1990;3;1;Marzo;Trim. 1;1990-03-01;31;22;-0,5;-1,13
19900401;1990-04-01;1990;4;2;Abril;Trim. 2;1990-04-01;30;19;-8,5;-9,27
19900501;1990-05-01;1990;5;2;Mayo;Trim. 2;1990-05-01;31;22;-0,5;-1,13
19900601;1990-06-01;1990;6;2;Junio;Trim. 2;1990-06-01;30;21;-1,5;-2,13
19900701;1990-07-01;1990;7;3;Julio;Trim. 3;1990-07-01;31;22;-0,5;-1,13
19900801;1990-08-01;1990;8;3;Agosto;Trim. 3;1990-08-01;31;22;-0,5;-1,13
19900901;1990-09-01;1990;9;3;Septiembre;Trim. 3;1990-09-01;30;20;-5;-5,7
19901001;1990-10-01;1990;10;4;Octubre;Trim. 4;1990-10-01;31;22;-0,5;-1,13
19901101;1990-11-01;1990;11;4;Noviembre;Trim. 4;1990-11-01;30;21;-1,5;-2,13
19901201;1990-12-01;1990;12;4;Diciembre;Trim. 4;1990-12-01;31;18;-14,5;-15,41
19910101;1991-01-01;1991;1;1;Enero;Trim. 1;1991-01-01;31;22;-0,5;-1,13
19910201;1991-02-01;1991;2;1;Febrero;Trim. 1;1991-02-01;28;20;0;-0,559999999999999
19910301;1991-03-01;1991;3;1;Marzo;Trim. 1;1991-03-01;31;18;-14,5;-15,41
19910401;1991-04-01;1991;4;2;Abril;Trim. 2;1991-04-01;30;22;2;1,44
19910501;1991-05-01;1991;5;2;Mayo;Trim. 2;1991-05-01;31;22;-0,5;-1,13
19910601;1991-06-01;1991;6;2;Junio;Trim. 2;1991-06-01;30;20;-5;-5,7
19910701;1991-07-01;1991;7;3;Julio;Trim. 3;1991-07-01;31;23;3;2,44
19910801;1991-08-01;1991;8;3;Agosto;Trim. 3;1991-08-01;31;21;-4;-4,7
19910901;1991-09-01;1991;9;3;Septiembre;Trim. 3;1991-09-01;30;21;-1,5;-2,13
19911001;1991-10-01;1991;10;4;Octubre;Trim. 4;1991-10-01;31;23;3;2,44
19911101;1991-11-01;1991;11;4;Noviembre;Trim. 4;1991-11-01;30;20;-5;-5,7
19911201;1991-12-01;1991;12;4;Diciembre;Trim. 4;1991-12-01;31;19;-11;-11,84
19920101;1992-01-01;1992;1;1;Enero;Trim. 1;1992-01-01;31;21;-4;-4,7
19920201;1992-02-01;1992;2;1;Febrero;Trim. 1;1992-02-01;29;20;-2,5;-3,13
19920301;1992-03-01;1992;3;1;Marzo;Trim. 1;1992-03-01;31;21;-4;-4,7
19920401;1992-04-01;1992;4;2;Abril;Trim. 2;1992-04-01;30;20;-5;-5,7
19920501;1992-05-01;1992;5;2;Mayo;Trim. 2;1992-05-01;31;20;-7,5;-8,27
19920601;1992-06-01;1992;6;2;Junio;Trim. 2;1992-06-01;30;22;2;1,44
19920701;1992-07-01;1992;7;3;Julio;Trim. 3;1992-07-01;31;23;3;2,44
19920801;1992-08-01;1992;8;3;Agosto;Trim. 3;1992-08-01;31;21;-4;-4,7
19920901;1992-09-01;1992;9;3;Septiembre;Trim. 3;1992-09-01;30;22;2;1,44
19921001;1992-10-01;1992;10;4;Octubre;Trim. 4;1992-10-01;31;21;-4;-4,7
19921101;1992-11-01;1992;11;4;Noviembre;Trim. 4;1992-11-01;30;21;-1,5;-2,13
19921201;1992-12-01;1992;12;4;Diciembre;Trim. 4;1992-12-01;31;20;-7,5;-8,27
19930101;1993-01-01;1993;1;1;Enero;Trim. 1;1993-01-01;31;19;-11;-11,84
19930201;1993-02-01;1993;2;1;Febrero;Trim. 1;1993-02-01;28;20;0;-0,559999999999999
19930301;1993-03-01;1993;3;1;Marzo;Trim. 1;1993-03-01;31;22;-0,5;-1,13
19930401;1993-04-01;1993;4;2;Abril;Trim. 2;1993-04-01;30;19;-8,5;-9,27
19930501;1993-05-01;1993;5;2;Mayo;Trim. 2;1993-05-01;31;21;-4;-4,7
19930601;1993-06-01;1993;6;2;Junio;Trim. 2;1993-06-01;30;22;2;1,44
19930701;1993-07-01;1993;7;3;Julio;Trim. 3;1993-07-01;31;22;-0,5;-1,13
19930801;1993-08-01;1993;8;3;Agosto;Trim. 3;1993-08-01;31;22;-0,5;-1,13
19930901;1993-09-01;1993;9;3;Septiembre;Trim. 3;1993-09-01;30;22;2;1,44
19931001;1993-10-01;1993;10;4;Octubre;Trim. 4;1993-10-01;31;20;-7,5;-8,27
19931101;1993-11-01;1993;11;4;Noviembre;Trim. 4;1993-11-01;30;21;-1,5;-2,13
19931201;1993-12-01;1993;12;4;Diciembre;Trim. 4;1993-12-01;31;20;-7,5;-8,27
19940101;1994-01-01;1994;1;1;Enero;Trim. 1;1994-01-01;31;20;-7,5;-8,27
19940201;1994-02-01;1994;2;1;Febrero;Trim. 1;1994-02-01;28;20;0;-0,559999999999999
19940301;1994-03-01;1994;3;1;Marzo;Trim. 1;1994-03-01;31;22;-0,5;-1,13
19940401;1994-04-01;1994;4;2;Abril;Trim. 2;1994-04-01;30;19;-8,5;-9,27
19940501;1994-05-01;1994;5;2;Mayo;Trim. 2;1994-05-01;31;22;-0,5;-1,13
19940601;1994-06-01;1994;6;2;Junio;Trim. 2;1994-06-01;30;22;2;1,44
19940701;1994-07-01;1994;7;3;Julio;Trim. 3;1994-07-01;31;20;-7,5;-8,27
19940801;1994-08-01;1994;8;3;Agosto;Trim. 3;1994-08-01;31;22;-0,5;-1,13
19940901;1994-09-01;1994;9;3;Septiembre;Trim. 3;1994-09-01;30;22;2;1,44
19941001;1994-10-01;1994;10;4;Octubre;Trim. 4;1994-10-01;31;20;-7,5;-8,27
19941101;1994-11-01;1994;11;4;Noviembre;Trim. 4;1994-11-01;30;21;-1,5;-2,13
19941201;1994-12-01;1994;12;4;Diciembre;Trim. 4;1994-12-01;31;20;-7,5;-8,27
19950101;1995-01-01;1995;1;1;Enero;Trim. 1;1995-01-01;31;21;-4;-4,7
19950201;1995-02-01;1995;2;1;Febrero;Trim. 1;1995-02-01;28;20;0;-0,559999999999999
19950301;1995-03-01;1995;3;1;Marzo;Trim. 1;1995-03-01;31;23;3;2,44
19950401;1995-04-01;1995;4;2;Abril;Trim. 2;1995-04-01;30;18;-12;-12,84
19950501;1995-05-01;1995;5;2;Mayo;Trim. 2;1995-05-01;31;22;-0,5;-1,13
19950601;1995-06-01;1995;6;2;Junio;Trim. 2;1995-06-01;30;22;2;1,44
19950701;1995-07-01;1995;7;3;Julio;Trim. 3;1995-07-01;31;20;-7,5;-8,27
19950801;1995-08-01;1995;8;3;Agosto;Trim. 3;1995-08-01;31;22;-0,5;-1,13
19950901;1995-09-01;1995;9;3;Septiembre;Trim. 3;1995-09-01;30;21;-1,5;-2,13
19951001;1995-10-01;1995;10;4;Octubre;Trim. 4;1995-10-01;31;21;-4;-4,7
19951101;1995-11-01;1995;11;4;Noviembre;Trim. 4;1995-11-01;30;21;-1,5;-2,13
19951201;1995-12-01;1995;12;4;Diciembre;Trim. 4;1995-12-01;31;18;-14,5;-15,41
19960101;1996-01-01;1996;1;1;Enero;Trim. 1;1996-01-01;31;22;-0,5;-1,13
19960201;1996-02-01;1996;2;1;Febrero;Trim. 1;1996-02-01;29;21;1;0,440000000000001
19960301;1996-03-01;1996;3;1;Marzo;Trim. 1;1996-03-01;31;20;-7,5;-8,27
19960401;1996-04-01;1996;4;2;Abril;Trim. 2;1996-04-01;30;20;-5;-5,7
19960501;1996-05-01;1996;5;2;Mayo;Trim. 2;1996-05-01;31;22;-0,5;-1,13
19960601;1996-06-01;1996;6;2;Junio;Trim. 2;1996-06-01;30;20;-5;-5,7
19960701;1996-07-01;1996;7;3;Julio;Trim. 3;1996-07-01;31;22;-0,5;-1,13
19960801;1996-08-01;1996;8;3;Agosto;Trim. 3;1996-08-01;31;21;-4;-4,7
19960901;1996-09-01;1996;9;3;Septiembre;Trim. 3;1996-09-01;30;21;-1,5;-2,13
19961001;1996-10-01;1996;10;4;Octubre;Trim. 4;1996-10-01;31;23;3;2,44
19961101;1996-11-01;1996;11;4;Noviembre;Trim. 4;1996-11-01;30;20;-5;-5,7
19961201;1996-12-01;1996;12;4;Diciembre;Trim. 4;1996-12-01;31;19;-11;-11,84
19970101;1997-01-01;1997;1;1;Enero;Trim. 1;1997-01-01;31;21;-4;-4,7
19970201;1997-02-01;1997;2;1;Febrero;Trim. 1;1997-02-01;28;20;0;-0,559999999999999
19970301;1997-03-01;1997;3;1;Marzo;Trim. 1;1997-03-01;31;18;-14,5;-15,41
19970401;1997-04-01;1997;4;2;Abril;Trim. 2;1997-04-01;30;22;2;1,44
19970501;1997-05-01;1997;5;2;Mayo;Trim. 2;1997-05-01;31;21;-4;-4,7
19970601;1997-06-01;1997;6;2;Junio;Trim. 2;1997-06-01;30;21;-1,5;-2,13
19970701;1997-07-01;1997;7;3;Julio;Trim. 3;1997-07-01;31;23;3;2,44
19970801;1997-08-01;1997;8;3;Agosto;Trim. 3;1997-08-01;31;20;-7,5;-8,27
19970901;1997-09-01;1997;9;3;Septiembre;Trim. 3;1997-09-01;30;22;2;1,44
19971001;1997-10-01;1997;10;4;Octubre;Trim. 4;1997-10-01;31;23;3;2,44
19971101;1997-11-01;1997;11;4;Noviembre;Trim. 4;1997-11-01;30;20;-5;-5,7
19971201;1997-12-01;1997;12;4;Diciembre;Trim. 4;1997-12-01;31;20;-7,5;-8,27
19980101;1998-01-01;1998;1;1;Enero;Trim. 1;1998-01-01;31;20;-7,5;-8,27
19980201;1998-02-01;1998;2;1;Febrero;Trim. 1;1998-02-01;28;20;0;-0,559999999999999
19980301;1998-03-01;1998;3;1;Marzo;Trim. 1;1998-03-01;31;21;-4;-4,7
19980401;1998-04-01;1998;4;2;Abril;Trim. 2;1998-04-01;30;20;-5;-5,7
19980501;1998-05-01;1998;5;2;Mayo;Trim. 2;1998-05-01;31;20;-7,5;-8,27
19980601;1998-06-01;1998;6;2;Junio;Trim. 2;1998-06-01;30;22;2;1,44
19980701;1998-07-01;1998;7;3;Julio;Trim. 3;1998-07-01;31;23;3;2,44
19980801;1998-08-01;1998;8;3;Agosto;Trim. 3;1998-08-01;31;21;-4;-4,7
19980901;1998-09-01;1998;9;3;Septiembre;Trim. 3;1998-09-01;30;22;2;1,44
19981001;1998-10-01;1998;10;4;Octubre;Trim. 4;1998-10-01;31;21;-4;-4,7
19981101;1998-11-01;1998;11;4;Noviembre;Trim. 4;1998-11-01;30;21;-1,5;-2,13
19981201;1998-12-01;1998;12;4;Diciembre;Trim. 4;1998-12-01;31;20;-7,5;-8,27
19990101;1999-01-01;1999;1;1;Enero;Trim. 1;1999-01-01;31;19;-11;-11,84
19990201;1999-02-01;1999;2;1;Febrero;Trim. 1;1999-02-01;28;20;0;-0,559999999999999
19990301;1999-03-01;1999;3;1;Marzo;Trim. 1;1999-03-01;31;22;-0,5;-1,13
19990401;1999-04-01;1999;4;2;Abril;Trim. 2;1999-04-01;30;20;-5;-5,7
19990501;1999-05-01;1999;5;2;Mayo;Trim. 2;1999-05-01;31;21;-4;-4,7
19990601;1999-06-01;1999;6;2;Junio;Trim. 2;1999-06-01;30;22;2;1,44
19990701;1999-07-01;1999;7;3;Julio;Trim. 3;1999-07-01;31;22;-0,5;-1,13
19990801;1999-08-01;1999;8;3;Agosto;Trim. 3;1999-08-01;31;22;-0,5;-1,13
19990901;1999-09-01;1999;9;3;Septiembre;Trim. 3;1999-09-01;30;22;2;1,44
19991001;1999-10-01;1999;10;4;Octubre;Trim. 4;1999-10-01;31;20;-7,5;-8,27
19991101;1999-11-01;1999;11;4;Noviembre;Trim. 4;1999-11-01;30;21;-1,5;-2,13
19991201;1999-12-01;1999;12;4;Diciembre;Trim. 4;1999-12-01;31;20;-7,5;-8,27
20000101;2000-01-01;2000;1;1;Enero;Trim. 1;2000-01-01;31;20;-7,5;-8,27
20000201;2000-02-01;2000;2;1;Febrero;Trim. 1;2000-02-01;29;21;1;0,440000000000001
20000301;2000-03-01;2000;3;1;Marzo;Trim. 1;2000-03-01;31;23;3;2,44
20000401;2000-04-01;2000;4;2;Abril;Trim. 2;2000-04-01;30;18;-12;-12,84
20000501;2000-05-01;2000;5;2;Mayo;Trim. 2;2000-05-01;31;22;-0,5;-1,13
20000601;2000-06-01;2000;6;2;Junio;Trim. 2;2000-06-01;30;22;2;1,44
20000701;2000-07-01;2000;7;3;Julio;Trim. 3;2000-07-01;31;21;-4;-4,7
20000801;2000-08-01;2000;8;3;Agosto;Trim. 3;2000-08-01;31;22;-0,5;-1,13
20000901;2000-09-01;2000;9;3;Septiembre;Trim. 3;2000-09-01;30;21;-1,5;-2,13
20001001;2000-10-01;2000;10;4;Octubre;Trim. 4;2000-10-01;31;21;-4;-4,7
20001101;2000-11-01;2000;11;4;Noviembre;Trim. 4;2000-11-01;30;21;-1,5;-2,13
20001201;2000-12-01;2000;12;4;Diciembre;Trim. 4;2000-12-01;31;18;-14,5;-15,41
20010101;2001-01-01;2001;1;1;Enero;Trim. 1;2001-01-01;31;22;-0,5;-1,13
20010201;2001-02-01;2001;2;1;Febrero;Trim. 1;2001-02-01;28;20;0;-0,559999999999999
20010301;2001-03-01;2001;3;1;Marzo;Trim. 1;2001-03-01;31;22;-0,5;-1,13
20010401;2001-04-01;2001;4;2;Abril;Trim. 2;2001-04-01;30;18;-12;-12,84
20010501;2001-05-01;2001;5;2;Mayo;Trim. 2;2001-05-01;31;22;-0,5;-1,13
20010601;2001-06-01;2001;6;2;Junio;Trim. 2;2001-06-01;30;21;-1,5;-2,13
20010701;2001-07-01;2001;7;3;Julio;Trim. 3;2001-07-01;31;22;-0,5;-1,13
20010801;2001-08-01;2001;8;3;Agosto;Trim. 3;2001-08-01;31;22;-0,5;-1,13
20010901;2001-09-01;2001;9;3;Septiembre;Trim. 3;2001-09-01;30;20;-5;-5,7
20011001;2001-10-01;2001;10;4;Octubre;Trim. 4;2001-10-01;31;22;-0,5;-1,13
20011101;2001-11-01;2001;11;4;Noviembre;Trim. 4;2001-11-01;30;21;-1,5;-2,13
20011201;2001-12-01;2001;12;4;Diciembre;Trim. 4;2001-12-01;31;18;-14,5;-15,41
20020101;2002-01-01;2002;1;1;Enero;Trim. 1;2002-01-01;31;22;-0,5;-1,13
20020201;2002-02-01;2002;2;1;Febrero;Trim. 1;2002-02-01;28;20;0;-0,559999999999999
20020301;2002-03-01;2002;3;1;Marzo;Trim. 1;2002-03-01;31;18;-14,5;-15,41
20020401;2002-04-01;2002;4;2;Abril;Trim. 2;2002-04-01;30;21;-1,5;-2,13
20020501;2002-05-01;2002;5;2;Mayo;Trim. 2;2002-05-01;31;22;-0,5;-1,13
20020601;2002-06-01;2002;6;2;Junio;Trim. 2;2002-06-01;30;20;-5;-5,7
20020701;2002-07-01;2002;7;3;Julio;Trim. 3;2002-07-01;31;22;-0,5;-1,13
20020801;2002-08-01;2002;8;3;Agosto;Trim. 3;2002-08-01;31;21;-4;-4,7
20020901;2002-09-01;2002;9;3;Septiembre;Trim. 3;2002-09-01;30;21;-1,5;-2,13
20021001;2002-10-01;2002;10;4;Octubre;Trim. 4;2002-10-01;31;23;3;2,44
20021101;2002-11-01;2002;11;4;Noviembre;Trim. 4;2002-11-01;30;20;-5;-5,7
20021201;2002-12-01;2002;12;4;Diciembre;Trim. 4;2002-12-01;31;19;-11;-11,84
20030101;2003-01-01;2003;1;1;Enero;Trim. 1;2003-01-01;31;21;-4;-4,7
20030201;2003-02-01;2003;2;1;Febrero;Trim. 1;2003-02-01;28;20;0;-0,559999999999999
20030301;2003-03-01;2003;3;1;Marzo;Trim. 1;2003-03-01;31;21;-4;-4,7
20030401;2003-04-01;2003;4;2;Abril;Trim. 2;2003-04-01;30;19;-8,5;-9,27
20030501;2003-05-01;2003;5;2;Mayo;Trim. 2;2003-05-01;31;21;-4;-4,7
20030601;2003-06-01;2003;6;2;Junio;Trim. 2;2003-06-01;30;21;-1,5;-2,13
20030701;2003-07-01;2003;7;3;Julio;Trim. 3;2003-07-01;31;22;-0,5;-1,13
20030801;2003-08-01;2003;8;3;Agosto;Trim. 3;2003-08-01;31;20;-7,5;-8,27
20030901;2003-09-01;2003;9;3;Septiembre;Trim. 3;2003-09-01;30;22;2;1,44
20031001;2003-10-01;2003;10;4;Octubre;Trim. 4;2003-10-01;31;23;3;2,44
20031101;2003-11-01;2003;11;4;Noviembre;Trim. 4;2003-11-01;30;20;-5;-5,7
20031201;2003-12-01;2003;12;4;Diciembre;Trim. 4;2003-12-01;31;20;-7,5;-8,27
20040101;2004-01-01;2004;1;1;Enero;Trim. 1;2004-01-01;31;20;-7,5;-8,27
20040201;2004-02-01;2004;2;1;Febrero;Trim. 1;2004-02-01;29;20;-2,5;-3,13
20040301;2004-03-01;2004;3;1;Marzo;Trim. 1;2004-03-01;31;22;-0,5;-1,13
20040401;2004-04-01;2004;4;2;Abril;Trim. 2;2004-04-01;30;19;-8,5;-9,27
20040501;2004-05-01;2004;5;2;Mayo;Trim. 2;2004-05-01;31;21;-4;-4,7
20040601;2004-06-01;2004;6;2;Junio;Trim. 2;2004-06-01;30;22;2;1,44
20040701;2004-07-01;2004;7;3;Julio;Trim. 3;2004-07-01;31;22;-0,5;-1,13
20040801;2004-08-01;2004;8;3;Agosto;Trim. 3;2004-08-01;31;22;-0,5;-1,13
20040901;2004-09-01;2004;9;3;Septiembre;Trim. 3;2004-09-01;30;22;2;1,44
20041001;2004-10-01;2004;10;4;Octubre;Trim. 4;2004-10-01;31;20;-7,5;-8,27
20041101;2004-11-01;2004;11;4;Noviembre;Trim. 4;2004-11-01;30;21;-1,5;-2,13
20041201;2004-12-01;2004;12;4;Diciembre;Trim. 4;2004-12-01;31;20;-7,5;-8,27
20050101;2005-01-01;2005;1;1;Enero;Trim. 1;2005-01-01;31;20;-7,5;-8,27
20050201;2005-02-01;2005;2;1;Febrero;Trim. 1;2005-02-01;28;20;0;-0,559999999999999
20050301;2005-03-01;2005;3;1;Marzo;Trim. 1;2005-03-01;31;20;-7,5;-8,27
20050401;2005-04-01;2005;4;2;Abril;Trim. 2;2005-04-01;30;21;-1,5;-2,13
20050501;2005-05-01;2005;5;2;Mayo;Trim. 2;2005-05-01;31;22;-0,5;-1,13
20050601;2005-06-01;2005;6;2;Junio;Trim. 2;2005-06-01;30;22;2;1,44
20050701;2005-07-01;2005;7;3;Julio;Trim. 3;2005-07-01;31;20;-7,5;-8,27
20050801;2005-08-01;2005;8;3;Agosto;Trim. 3;2005-08-01;31;22;-0,5;-1,13
20050901;2005-09-01;2005;9;3;Septiembre;Trim. 3;2005-09-01;30;22;2;1,44
20051001;2005-10-01;2005;10;4;Octubre;Trim. 4;2005-10-01;31;20;-7,5;-8,27
20051101;2005-11-01;2005;11;4;Noviembre;Trim. 4;2005-11-01;30;21;-1,5;-2,13
20051201;2005-12-01;2005;12;4;Diciembre;Trim. 4;2005-12-01;31;20;-7,5;-8,27
20060101;2006-01-01;2006;1;1;Enero;Trim. 1;2006-01-01;31;21;-4;-4,7
20060201;2006-02-01;2006;2;1;Febrero;Trim. 1;2006-02-01;28;20;0;-0,559999999999999
20060301;2006-03-01;2006;3;1;Marzo;Trim. 1;2006-03-01;31;23;3;2,44
20060401;2006-04-01;2006;4;2;Abril;Trim. 2;2006-04-01;30;17;-15,5;-16,41
20060501;2006-05-01;2006;5;2;Mayo;Trim. 2;2006-05-01;31;22;-0,5;-1,13
20060601;2006-06-01;2006;6;2;Junio;Trim. 2;2006-06-01;30;22;2;1,44
20060701;2006-07-01;2006;7;3;Julio;Trim. 3;2006-07-01;31;20;-7,5;-8,27
20060801;2006-08-01;2006;8;3;Agosto;Trim. 3;2006-08-01;31;22;-0,5;-1,13
20060901;2006-09-01;2006;9;3;Septiembre;Trim. 3;2006-09-01;30;21;-1,5;-2,13
20061001;2006-10-01;2006;10;4;Octubre;Trim. 4;2006-10-01;31;21;-4;-4,7
20061101;2006-11-01;2006;11;4;Noviembre;Trim. 4;2006-11-01;30;21;-1,5;-2,13
20061201;2006-12-01;2006;12;4;Diciembre;Trim. 4;2006-12-01;31;17;-18;-18,98
20070101;2007-01-01;2007;1;1;Enero;Trim. 1;2007-01-01;31;22;-0,5;-1,13
20070201;2007-02-01;2007;2;1;Febrero;Trim. 1;2007-02-01;28;20;0;-0,559999999999999
20070301;2007-03-01;2007;3;1;Marzo;Trim. 1;2007-03-01;31;22;-0,5;-1,13
20070401;2007-04-01;2007;4;2;Abril;Trim. 2;2007-04-01;30;18;-12;-12,84
20070501;2007-05-01;2007;5;2;Mayo;Trim. 2;2007-05-01;31;22;-0,5;-1,13
20070601;2007-06-01;2007;6;2;Junio;Trim. 2;2007-06-01;30;21;-1,5;-2,13
20070701;2007-07-01;2007;7;3;Julio;Trim. 3;2007-07-01;31;22;-0,5;-1,13
20070801;2007-08-01;2007;8;3;Agosto;Trim. 3;2007-08-01;31;22;-0,5;-1,13
20070901;2007-09-01;2007;9;3;Septiembre;Trim. 3;2007-09-01;30;20;-5;-5,7
20071001;2007-10-01;2007;10;4;Octubre;Trim. 4;2007-10-01;31;22;-0,5;-1,13
20071101;2007-11-01;2007;11;4;Noviembre;Trim. 4;2007-11-01;30;21;-1,5;-2,13
20071201;2007-12-01;2007;12;4;Diciembre;Trim. 4;2007-12-01;31;18;-14,5;-15,41
20080101;2008-01-01;2008;1;1;Enero;Trim. 1;2008-01-01;31;22;-0,5;-1,13
20080201;2008-02-01;2008;2;1;Febrero;Trim. 1;2008-02-01;29;21;1;0,440000000000001
20080301;2008-03-01;2008;3;1;Marzo;Trim. 1;2008-03-01;31;17;-18;-18,98
20080401;2008-04-01;2008;4;2;Abril;Trim. 2;2008-04-01;30;22;2;1,44
20080501;2008-05-01;2008;5;2;Mayo;Trim. 2;2008-05-01;31;21;-4;-4,7
20080601;2008-06-01;2008;6;2;Junio;Trim. 2;2008-06-01;30;21;-1,5;-2,13
20080701;2008-07-01;2008;7;3;Julio;Trim. 3;2008-07-01;31;22;-0,5;-1,13
20080801;2008-08-01;2008;8;3;Agosto;Trim. 3;2008-08-01;31;20;-7,5;-8,27
20080901;2008-09-01;2008;9;3;Septiembre;Trim. 3;2008-09-01;30;22;2;1,44
20081001;2008-10-01;2008;10;4;Octubre;Trim. 4;2008-10-01;31;23;3;2,44
20081101;2008-11-01;2008;11;4;Noviembre;Trim. 4;2008-11-01;30;20;-5;-5,7
20081201;2008-12-01;2008;12;4;Diciembre;Trim. 4;2008-12-01;31;20;-7,5;-8,27
20090101;2009-01-01;2009;1;1;Enero;Trim. 1;2009-01-01;31;20;-7,5;-8,27
20090201;2009-02-01;2009;2;1;Febrero;Trim. 1;2009-02-01;28;20;0;-0,559999999999999
20090301;2009-03-01;2009;3;1;Marzo;Trim. 1;2009-03-01;31;22;-0,5;-1,13
20090401;2009-04-01;2009;4;2;Abril;Trim. 2;2009-04-01;30;19;-8,5;-9,27
20090501;2009-05-01;2009;5;2;Mayo;Trim. 2;2009-05-01;31;20;-7,5;-8,27
20090601;2009-06-01;2009;6;2;Junio;Trim. 2;2009-06-01;30;22;2;1,44
20090701;2009-07-01;2009;7;3;Julio;Trim. 3;2009-07-01;31;22;-0,5;-1,13
20090801;2009-08-01;2009;8;3;Agosto;Trim. 3;2009-08-01;31;21;-4;-4,7
20090901;2009-09-01;2009;9;3;Septiembre;Trim. 3;2009-09-01;30;22;2;1,44
20091001;2009-10-01;2009;10;4;Octubre;Trim. 4;2009-10-01;31;21;-4;-4,7
20091101;2009-11-01;2009;11;4;Noviembre;Trim. 4;2009-11-01;30;21;-1,5;-2,13
20091201;2009-12-01;2009;12;4;Diciembre;Trim. 4;2009-12-01;31;20;-7,5;-8,27
20100101;2010-01-01;2010;1;1;Enero;Trim. 1;2010-01-01;31;19;-11;-11,84
20100201;2010-02-01;2010;2;1;Febrero;Trim. 1;2010-02-01;28;20;0;-0,559999999999999
20100301;2010-03-01;2010;3;1;Marzo;Trim. 1;2010-03-01;31;23;3;2,44
20100401;2010-04-01;2010;4;2;Abril;Trim. 2;2010-04-01;30;19;-8,5;-9,27
20100501;2010-05-01;2010;5;2;Mayo;Trim. 2;2010-05-01;31;21;-4;-4,7
20100601;2010-06-01;2010;6;2;Junio;Trim. 2;2010-06-01;30;22;2;1,44
20100701;2010-07-01;2010;7;3;Julio;Trim. 3;2010-07-01;31;21;-4;-4,7
20100801;2010-08-01;2010;8;3;Agosto;Trim. 3;2010-08-01;31;22;-0,5;-1,13
